FREQ;DUUR;TIJDSEENHEID;Q;BRON;PERIODE;REF_JAAR;SCENARIO;;
0,05;8;dag;128;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;10;min;9;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;30;min;13;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;60;min;17;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;2;uur;23;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;4;uur;30;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;8;uur;40;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;12;uur;46;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;24;uur;59;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;2;dag;77;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;4;dag;99;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,04;8;dag;132;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;10;min;11;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;30;min;15;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;60;min;19;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;2;uur;26;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;4;uur;34;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;8;uur;44;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;12;uur;51;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;24;uur;66;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;2;dag;85;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;4;dag;109;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,02;8;dag;142;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;10;min;13;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;30;min;17;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;60;min;22;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;2;uur;28;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;4;uur;38;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;8;uur;49;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;12;uur;56;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;24;uur;73;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;2;dag;93;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;4;dag;119;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,01;8;dag;153;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;10;min;15;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;30;min;19;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;60;min;24;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;2;uur;31;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;4;uur;41;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;8;uur;53;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;12;uur;61;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;24;uur;80;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;2;dag;102;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;4;dag;129;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,005;8;dag;163;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;10;min;16;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;30;min;20;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;60;min;25;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;2;uur;32;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;4;uur;43;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;8;uur;55;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;12;uur;63;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;24;uur;83;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;2;dag;105;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;4;dag;132;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,004;8;dag;166;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;10;min;18;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;30;min;22;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;60;min;28;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;2;uur;36;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;4;uur;47;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;8;uur;60;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;12;uur;68;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;24;uur;91;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;2;dag;115;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;4;dag;143;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,002;8;dag;175;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;10;min;21;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;30;min;25;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;60;min;31;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;2;uur;39;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;4;uur;51;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;8;uur;64;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;12;uur;73;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;24;uur;99;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;2;dag;125;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;4;dag;153;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
0,001;8;dag;185;Neerslagstatistiek KNMI23 tabel 11 p. 27;Winter;2100;H;;
